id,source,target,bandwidth,latency
0,0,5,92.4936939108252,0.029826731101587445
1,0,55,76.08647796040319,0.010505112942298361
2,0,70,96.39472287146035,0.031372841633969764
3,0,88,119.01267777244601,0.03577330629965916
4,1,58,73.60879903020744,0.012329200927813188
5,1,36,73.60922324927222,0.03346097544557036
6,2,89,120.46438993150488,0.026939298041219778
7,2,79,99.48884614901927,0.03178711929922625
8,3,52,67.52833657799408,0.04451708994894056
9,3,62,93.67830643136745,0.01914343248047888
10,3,63,67.68483554477254,0.01312216319479675
11,4,60,67.62509417891394,0.011513899917367402
12,4,13,85.91115696785216,0.012386909076949455
13,5,45,30.221819548134555,0.021136747443466376
14,5,96,35.088918191632324,0.026090869074568163
15,5,72,65.1301366465963,0.02532734082392793
16,5,65,53.488535352160476,0.031847801146620856
17,6,11,87.77893153324781,0.022204004510243715
18,6,32,56.19664584953168,0.0392667870473937
19,6,87,43.16655850462672,0.018915198821202236
20,7,38,117.53000715951505,0.05426979725831439
21,7,64,73.82525435263703,0.029460890228349197
22,8,47,81.40395300600353,0.011897159865873393
23,8,51,42.84500530948608,0.009365517138870521
24,9,12,65.59277911200144,0.027764778181003456
25,9,58,82.5252210449443,0.0194031331336264
26,10,69,49.91855395397194,0.030507176650827826
27,10,38,89.36675654489562,0.02765539414461581
28,11,35,64.13918054242309,0.021187357768344288
29,11,37,72.12201258348244,0.01201991722026441
30,12,36,64.1115864849354,0.004106972391209274
31,12,94,127.52012930073859,0.016761129952832143
32,13,45,79.31033595599285,0.03219385276631952
33,13,99,52.328885434882125,0.024585892662439435
34,14,33,100.91283883219896,0.007294501930281673
35,14,85,48.11369708534778,0.024101289452312977
36,14,54,85.05591986423532,0.026613998448130723
37,15,58,29.023150898362815,0.011580905743131536
38,15,95,45.34007554238377,0.023870839603621994
39,16,44,84.74579076149845,0.02273946929111316
40,16,79,98.74033779290019,0.008511771671888916
41,16,35,84.08707799749808,0.026287911506975153
42,17,54,76.67085354301778,0.028692367675918252
43,17,76,71.87886888035362,0.034878500485954284
44,18,25,41.455543334172454,0.034532050338629786
45,18,34,61.05902771009676,0.0057318135174222115
46,19,34,67.75664014010307,0.010941671510371728
47,19,88,106.97408488616512,0.02815047790194966
48,20,33,88.53784804538384,0.02813568002898001
49,20,30,34.10387503086538,0.02815062500338912
50,20,34,88.03310051037226,0.06768474545785341
51,20,39,69.70894521224747,0.028812070806901558
52,20,98,62.1680951635552,0.03550052180927346
53,21,94,95.46420192767943,0.03334993817346385
54,21,41,106.29910002901208,0.029765584130094974
55,22,33,103.72244916011691,0.01831570609326139
56,22,95,57.97453918580284,0.03103982118830966
57,22,46,71.66934859308397,0.012896057651726005
58,22,70,88.21861071597033,0.01924493640694196
59,23,24,104.86621323686713,0.01630097699815624
60,23,29,67.27770198727409,0.02301978092543914
61,23,82,74.86184636765249,0.049466614619576084
62,24,53,51.072488147280126,6.733985950662866e-05
63,24,66,48.75029349503164,0.03017859893858759
64,25,46,100.65395545214204,0.0029477400952814883
65,26,33,114.70299339554504,0.01646007227703512
66,26,43,77.79842050743778,0.03494837701623438
67,27,90,105.58938958397651,0.022811382493579616
68,27,45,89.00340853014863,0.009284353411694233
69,27,33,62.98983377450352,0.013577387056088398
70,28,29,88.9971963267696,0.03009968380526664
71,28,77,119.40043633496775,0.013398970098184214
72,28,83,78.73338145162265,0.02461390372952275
73,28,99,120.08793723814014,0.022589788282443523
74,29,32,11.96746550865943,0.014331939170853797
75,29,36,100.8962396511535,0.04744453969983364
76,30,96,81.9083011571358,0.029558629473542077
77,30,80,71.93303636732902,0.0019373623900724307
78,30,36,82.03009872278894,0.024258509784463426
79,31,80,28.30227370780306,0.014211286884275994
80,31,73,73.98298634483821,0.032146882782403345
81,32,53,88.88652695957539,0.01266276856272683
82,32,89,117.84641298939363,0.020690972433770088
83,33,50,66.267500476567,0.028031461721800648
84,33,48,58.768414934449964,0.03230467723629346
85,35,42,66.69418459689692,0.007832756690200067
86,35,44,103.3121772897145,0.018087907445674338
87,35,81,88.15369480407243,0.01642437868852158
88,36,47,65.97061060256328,0.014311460913900991
89,36,60,92.92141431540658,0.042961411830318
90,37,89,82.16747887973766,0.026846918066991615
91,38,90,104.68792052415358,0.007115110701967641
92,38,84,61.51873253309079,0.03292187010589632
93,38,92,71.19262474382478,0.047186466973466755
94,38,56,69.52740360224529,0.03427932080099906
95,39,46,41.84331047982914,0.004053401529330026
96,39,73,87.31054632635069,0.0163143553772506
97,39,84,86.40450124142505,0.037056280077157194
98,39,72,79.79121757706423,0.013667812969800236
99,39,76,73.59759113516193,0.02730694216735082
100,40,58,43.087309202527884,0.031225367641627602
101,40,55,68.79003133126228,0.01107071524314676
102,41,51,70.80368637534305,0.021344935429900225
103,42,68,58.929038855305095,0.01634208893318688
104,42,79,75.49162745644674,0.009916356797546511
105,42,45,90.09936588069598,0.019058386562223473
106,43,97,128.39627120231708,0.007270286429594992
107,44,58,84.1700091243749,0.04138554791402901
108,44,67,86.31393856710294,0.005110294258688031
109,48,61,77.73548199203695,0.016837771172411482
110,49,73,30.07993829138497,0.023598592986543605
111,49,63,78.9739985609765,0.039121560746258555
112,49,53,81.21538003155266,0.005042532975480105
113,49,96,143.30683361834093,0.03582741529201998
114,50,91,74.68867361570553,0.022171208326097022
115,51,92,87.45077633141561,0.010424248876699507
116,52,79,78.76217307223524,0.027523512616787746
117,52,85,49.46160497324443,0.024407817709447846
118,52,98,109.18850342271668,0.014940564921254201
119,53,80,99.08829762671508,0.022876790132837846
120,53,68,100.09857494722104,0.017486046359086328
121,53,62,56.16141747600851,0.023394587643379122
122,53,97,115.90591006012303,0.029892790203495313
123,54,71,43.43664435824469,0.04083601555084458
124,54,70,94.8228984471211,0.0073883514138562995
125,56,86,136.2583002929048,0.04731530471735602
126,56,78,54.064610834830376,0.0010720447255856032
127,57,60,65.02651703099025,0.020252139393039343
128,57,88,82.23398373573407,0.029018486132895968
129,58,81,66.64977739860235,0.02537828602017005
130,59,69,39.59147977623292,0.014674263031911603
131,59,72,81.43069044358892,0.019584838349828552
132,60,78,52.210212413707595,0.01621051385407696
133,61,97,91.89625144695762,0.015069105865483452
134,62,64,55.90207701080246,0.03211334740224117
135,62,71,119.70786472907005,0.02627876882701164
136,62,96,59.420599623923906,0.01384264034316322
137,62,86,71.33733950020164,0.03270555993945911
138,65,66,100.67957211889284,0.025689894305777655
139,66,89,47.85477296352669,0.031678170552639155
140,66,93,85.53643090785359,0.02950781324335797
141,67,83,113.43436833193716,0.01223073893780999
142,67,71,38.12331218713746,0.01541478048322022
